Case_ID,Date_Reported,Region,Country,Pollutant_Type,Total_Concentration_mg_kg,Bioavailable_Concentration_mg_kg,Soil_pH,Soil_Texture,Soil_Organic_Matter_%,CEC_meq_100g,Temperature_C,Humidity_%,Rainfall_mm,Crop_Type,Farming_Practice,Nearby_Industry,Distance_from_Source_km,Years_Since_Contamination,Water_Source_Type,Disease_Type,Disease_Severity,Health_Symptoms,Age_Group_Affected,Gender_Most_Affected,Mitigation_Measure,Case_Resolved,Follow_Up_Required
CASE_101738,8/12/2025,Asia,Indonesia,Chromium,1236.2,37.04,6.71,Loamy,5.38,12,19.2,22.3,1097.8,Vegetables,Organic,Tannery,0.58,21,Well,Skin Disease,Mild,Skin Ulcers,Elderly,Female,Soil Remediation,Yes,Yes
CASE_101739,3/17/2025,Europe,Italy,Arsenic,73.6,6.07,7.73,Silty,3.86,16,20.4,65.9,928.7,Soybean,Conventional,Mining,1.82,19,Lake,Diabetes,Mild,Weakness,Elderly,Female,Soil Remediation,No,Yes
CASE_101740,12/11/2022,Australia,New Zealand,Arsenic,120.41,6.09,7.36,Clay,4.43,30,43.1,25.9,326,Vegetables,Permaculture,Mining,1.99,24,Rainwater,Skin Disease,Mild,Nausea,Adults,Both,Crop Rotation,No,Yes
CASE_101741,11/3/2023,Europe,UK,Chromium,1114.83,387.53,5.79,Sandy,1.57,4,19.8,78.7,223.1,Potato,Organic,Tannery,0.16,18,Well,Respiratory Issues,Severe,Nasal Irritation,Adults,Both,Government Regulation,No,Yes
CASE_101742,3/15/2023,Europe,Czech Republic,Cadmium,9.41,0.4,7.16,Loamy,3.25,12,13.5,87.4,377.2,Wheat,Integrated,Agriculture,0.4,12,River,Kidney Disease,Mild,Protein in Urine,Elderly,Male,Phytoremediation,No,Yes
CASE_101743,1/12/2025,Australia,Australia,Arsenic,194.32,13.98,6.43,Silty,3.85,16,14.9,50.7,314.3,Wheat,Conventional,Chemical,1.7,8,Lake,Skin Disease,Moderate,Skin Lesions,Children,Male,Government Regulation,No,Yes
CASE_101744,2/5/2024,North America,USA,Arsenic,85.62,8.59,6.14,Loamy,3.12,12,27.8,44.3,701.9,Potato,Organic,Mining,2.3,3,Borehole,Diabetes,Mild,Numbness,Adults,Both,Government Regulation,Yes,Yes
CASE_101745,6/20/2024,Africa,Ghana,Cadmium,82.87,3.45,7.54,Silty,2.6,16,27.4,65.7,526.3,Corn,Conventional,E-waste,0.07,14,Lake,Cancer,Severe,Protein in Urine,Elderly,Both,Soil Remediation,No,Yes
CASE_101746,2/7/2025,North America,USA,Mercury,0.21,0,6.29,Clay,6.91,30,26.4,52.5,747.4,Cotton,Organic,None,0,0,River,None Detected,None,None,Children,Female,Crop Rotation,No,Yes
CASE_101747,9/9/2025,Australia,New Zealand,Arsenic,247.2,12.7,6.91,Loamy,5,12,25.4,74.4,898.3,Potato,Integrated,Chemical,1.17,10,Irrigation Canal,Diabetes,Moderate,Hyperpigmentation,Children,Female,Soil Remediation,Yes,Yes
CASE_101748,9/18/2024,Australia,Australia,Lead,336.83,61.54,7.07,Sandy,0.51,4,6.2,57.8,1265.1,Vegetables,Conventional,Mining,4.16,26,Lake,Neurological Disorder,Severe,Memory Loss,Children,Female,Chemical Neutralization,No,Yes
CASE_101749,5/19/2025,Europe,Czech Republic,Cadmium,0.45,0.01,4.97,Clay,6.72,30,25.7,65.8,370,Rice,Organic,None,0,0,River,Bone Disease,Mild,Protein in Urine,Adults,Both,Crop Rotation,Yes,Yes
CASE_101750,1/1/2024,Asia,China,Cadmium,6.25,0.99,7.29,Sandy,1.14,4,31.4,53,1409.8,Wheat,Permaculture,Agriculture,1.2,38,Irrigation Canal,Kidney Disease,Mild,Breathing Difficulty,Children,Both,Soil Remediation,Yes,Yes
CASE_101751,5/21/2025,Australia,New Zealand,Cadmium,31.35,5.67,5.24,Loamy,2.71,12,16.2,37.1,1266.4,Soybean,Conventional,Mining,1.03,35,Lake,Bone Disease,Severe,Protein in Urine,Elderly,Female,Chemical Neutralization,No,Yes
CASE_101752,3/8/2024,Europe,Romania,Mercury,18.79,7.3,5.78,Sandy,0.98,4,33.8,74.5,1192.9,Wheat,Organic,Battery,0.26,35,River,Kidney Disease,Severe,Vision Problems,Adults,Male,Chemical Neutralization,No,Yes
CASE_101753,11/1/2025,North America,Mexico,Lead,24.67,2.59,5.44,Clay,3.22,30,0.2,71.1,468.7,Potato,Organic,None,0,0,Well,Neurological Disorder,Mild,Headache,Elderly,Female,Crop Rotation,Yes,Yes
CASE_101754,7/30/2024,South America,Peru,Chromium,237.47,31.48,4,Clay,3.45,30,35.2,36.6,701,Cotton,Organic,Chemical,1.18,13,Well,Skin Disease,Mild,Breathing Difficulty,Elderly,Male,Crop Rotation,No,Yes
CASE_101755,8/26/2023,North America,Canada,Cadmium,5.76,1.65,5.87,Sandy,2.38,4,30.8,78.8,608,Vegetables,Permaculture,Agriculture,2.64,23,Rainwater,Kidney Disease,Moderate,Joint Pain,Adults,Female,Government Regulation,No,Yes
CASE_101756,11/7/2024,Europe,UK,Chromium,263.04,6.64,4.45,Clay,7.88,30,26.4,24.9,963.4,Potato,Conventional,Chemical,0.73,16,Well,Cancer,Mild,Dermatitis,Elderly,Female,Government Regulation,Yes,Yes
CASE_101757,11/17/2025,North America,Canada,Chromium,200.37,112.96,5.44,Sandy,1.11,4,5.7,37.3,276.6,Soybean,Permaculture,Chemical,0.8,33,River,Skin Disease,Moderate,Nasal Irritation,Adults,Female,Chemical Neutralization,Yes,Yes
CASE_101758,1/28/2024,North America,Canada,Cadmium,7.27,0.19,7.13,Silty,4.33,16,6.3,42.2,1175.8,Corn,Integrated,Agriculture,1.83,16,Lake,Cancer,Mild,Protein in Urine,Elderly,Female,Chemical Neutralization,No,Yes
CASE_101759,4/9/2025,South America,Peru,Mercury,15.8,3.52,5.16,Loamy,1.87,12,21.2,65.5,638.8,Potato,Conventional,Battery,0.12,2,Lake,Neurological Disorder,Severe,Coordination Problems,Children,Male,Chemical Neutralization,No,Yes
CASE_101760,6/7/2025,North America,Canada,Chromium,197.39,26.08,5.77,Loamy,2.16,12,3.8,30.5,712.6,Wheat,Organic,Chemical,0.45,38,Irrigation Canal,Cancer,Mild,Breathing Difficulty,Adults,Male,Community Awareness,No,Yes
CASE_101761,2/16/2023,Australia,Australia,Chromium,29.4,0.84,5.43,Silty,5.92,16,26.6,27.4,682.2,Rice,Integrated,None,0,0,Well,Respiratory Issues,Mild,Breathing Difficulty,Children,Female,Community Awareness,Yes,No
CASE_101762,1/15/2023,Africa,Ethiopia,Chromium,195.71,18.86,5.95,Loamy,3.25,12,14.2,66.4,380.9,Corn,Organic,Chemical,0.17,4,Well,Skin Disease,Mild,Dermatitis,Children,Female,Crop Rotation,Yes,Yes
CASE_101763,8/6/2023,North America,Mexico,Cadmium,10.45,0.91,5.88,Loamy,3.64,12,12,21.6,560,Rice,Permaculture,Mining,5.41,18,Borehole,Respiratory Issues,Mild,Bone Pain,Elderly,Male,Chemical Neutralization,Yes,Yes
CASE_101764,11/30/2024,South America,Argentina,Mercury,0.23,0.03,7.3,Sandy,2.72,4,10.8,64.3,1092.2,Corn,Conventional,None,0,0,Well,None Detected,None,None,Adults,Male,Soil Remediation,Yes,No
CASE_101765,2/9/2023,North America,Mexico,Arsenic,43.17,1.74,7.83,Silty,5.33,16,32.5,20.6,1121.9,Potato,Organic,Agriculture,0.63,9,Rainwater,Cardiovascular Disease,Mild,Skin Lesions,Elderly,Both,None,No,Yes
CASE_101766,2/13/2023,Australia,Australia,Arsenic,8.99,0.83,4,Silty,1.74,16,25.6,56,1025.7,Potato,Permaculture,None,0,0,Borehole,None Detected,None,None,Adults,Both,Government Regulation,No,Yes
CASE_101767,11/25/2023,Europe,Spain,Cadmium,6.24,0.17,7.93,Silty,3.77,16,6,83.9,340,Cotton,Integrated,Agriculture,1.91,17,Borehole,Respiratory Issues,Mild,Protein in Urine,Children,Both,Government Regulation,No,Yes
CASE_101768,9/2/2024,South America,Argentina,Arsenic,27.42,0.66,5.41,Loamy,5.74,12,26.6,89.9,678.4,Soybean,Integrated,Agriculture,2,18,Borehole,Diabetes,Mild,Hyperpigmentation,Elderly,Female,None,No,Yes
CASE_101769,11/9/2025,North America,Canada,Cadmium,0.88,0.03,8.35,Silty,3.34,16,6.5,61.6,922.2,Corn,Conventional,None,0,0,Borehole,None Detected,None,None,Adults,Both,Government Regulation,No,Yes
CASE_101770,10/1/2025,South America,Colombia,Chromium,1149.94,47.77,6.32,Clay,4.37,30,41.3,89.8,1095.4,Cotton,Integrated,Tannery,0.46,11,River,Cancer,Mild,Rash,Elderly,Both,Phytoremediation,Yes,No
CASE_101771,12/1/2024,Australia,New Zealand,Chromium,1449.55,119.87,5.62,Silty,3.55,16,36.7,57.1,1328.4,Cotton,Permaculture,Tannery,0.2,4,Borehole,Skin Disease,Mild,Skin Ulcers,Children,Female,Chemical Neutralization,No,Yes
CASE_101772,9/21/2025,South America,Argentina,Cadmium,7.3,0.1,5.99,Clay,6.4,30,15.1,46.6,354,Barley,Organic,Agriculture,1.82,30,Irrigation Canal,Respiratory Issues,Mild,Breathing Difficulty,Adults,Both,Crop Rotation,Yes,Yes
CASE_101773,5/10/2025,Asia,Vietnam,Lead,544.47,39.97,5.34,Silty,4.78,16,31.5,87.4,1578.7,Potato,Conventional,Mining,2.21,36,River,Neurological Disorder,Moderate,Abdominal Pain,Children,Female,Soil Remediation,Yes,Yes
CASE_101774,1/31/2025,Africa,Kenya,Chromium,787.69,38.44,5.65,Loamy,5.04,12,7.3,25,1177.2,Soybean,Organic,Tannery,0.38,5,Borehole,Kidney Disease,Mild,Dermatitis,Elderly,Male,None,Yes,Yes
CASE_101775,11/8/2024,Europe,Spain,Arsenic,39.04,2.28,5.46,Loamy,4.44,12,12.7,68.1,471.2,Potato,Organic,Agriculture,0.11,18,Rainwater,Cancer,Mild,Nausea,Adults,Female,None,No,Yes
CASE_101776,8/27/2025,Australia,New Zealand,Arsenic,88.67,4.15,5.74,Silty,4.69,16,9.6,82.9,1231.9,Soybean,Integrated,Mining,1.43,4,Lake,Cardiovascular Disease,Mild,Skin Lesions,Adults,Female,Crop Rotation,No,Yes
CASE_101777,9/15/2025,South America,Venezuela,Lead,257.39,29.26,6.15,Silty,1.84,16,21.9,53.3,245.3,Wheat,Permaculture,Mining,4.84,15,Borehole,Anemia,Mild,Abdominal Pain,Elderly,Female,Phytoremediation,Yes,No
CASE_101778,5/25/2025,North America,USA,Arsenic,250.06,90.71,6.56,Sandy,1.42,4,19.7,91.3,308.9,Barley,Organic,Chemical,0.88,35,River,Cardiovascular Disease,Severe,Weakness,Adults,Male,Soil Remediation,No,Yes
CASE_101779,12/8/2022,Australia,New Zealand,Mercury,0.3,0.01,6.29,Silty,5.77,16,24.4,55.1,390.5,Corn,Permaculture,None,0,0,Lake,None Detected,None,None,Elderly,Female,Soil Remediation,No,Yes
CASE_101780,7/14/2024,Asia,Indonesia,Mercury,0.22,0.01,5.8,Clay,5.33,30,40,76,1018.9,Corn,Conventional,None,0,0,Irrigation Canal,None Detected,None,None,Adults,Both,Chemical Neutralization,Yes,No
CASE_101781,1/30/2025,Asia,Bangladesh,Lead,29.67,0.81,8.35,Silty,3.55,16,5.7,33.1,1002.6,Vegetables,Permaculture,None,0,0,Well,None Detected,None,None,Children,Female,Crop Rotation,No,Yes
CASE_101782,12/15/2023,Europe,Romania,Mercury,32.35,8.84,4.07,Loamy,1.97,12,29.9,25.9,919.8,Cotton,Organic,Chemical,0.5,7,Irrigation Canal,Developmental Disorder,Severe,Tremors,Elderly,Female,Government Regulation,No,Yes
CASE_101783,7/2/2024,Asia,Japan,Arsenic,40.56,6.04,6.81,Loamy,1.78,12,8.2,88.6,1007.1,Soybean,Permaculture,Agriculture,0.86,4,Lake,Skin Disease,Mild,Hyperpigmentation,Adults,Both,Chemical Neutralization,Yes,Yes
CASE_101784,6/7/2024,Africa,Kenya,Arsenic,287.19,8.14,5.78,Clay,5.17,30,27.8,21.4,1153.5,Wheat,Conventional,Chemical,0.6,24,River,Cardiovascular Disease,Mild,Nausea,Adults,Male,Crop Rotation,No,Yes
CASE_101785,1/1/2025,Europe,Poland,Lead,1602.23,92.05,5.98,Silty,4.32,16,17.7,78,905.6,Vegetables,Integrated,E-waste,0.15,13,Well,Neurological Disorder,Moderate,Headache,Elderly,Both,Crop Rotation,No,Yes
CASE_101786,1/11/2023,Australia,New Zealand,Mercury,25.89,0.92,5.56,Silty,5.34,16,36,41.1,645.5,Wheat,Permaculture,Chemical,0.79,7,Irrigation Canal,Kidney Disease,Moderate,Tremors,Children,Female,Chemical Neutralization,Yes,Yes
CASE_101787,7/2/2024,Asia,Vietnam,Cadmium,39.52,10.47,6.46,Sandy,2.1,4,36.4,28.4,793.1,Rice,Permaculture,Mining,1.39,40,River,Bone Disease,Severe,Bone Pain,Elderly,Male,Government Regulation,No,Yes
CASE_101788,2/24/2023,North America,Mexico,Mercury,0.17,0.01,6.2,Silty,4.99,16,34,75.2,215.5,Soybean,Permaculture,None,0,0,Rainwater,None Detected,None,None,Adults,Male,Phytoremediation,Yes,No
CASE_101789,2/23/2025,Asia,Thailand,Arsenic,20.35,6.43,5.26,Sandy,1.36,4,14.7,65.7,1805.8,Soybean,Conventional,Agriculture,2.01,23,Lake,Cardiovascular Disease,Mild,Skin Lesions,Adults,Male,None,Yes,Yes
CASE_101790,1/23/2023,Australia,New Zealand,Arsenic,26.45,0.71,5.81,Loamy,5.69,12,10.8,60.6,1037.3,Rice,Organic,Agriculture,0.39,34,Borehole,Cardiovascular Disease,Mild,Skin Lesions,Adults,Male,Community Awareness,No,Yes
CASE_101791,12/7/2023,North America,Canada,Cadmium,3.69,0.23,5.77,Loamy,4.56,12,11.7,42.8,610.9,Cotton,Conventional,Agriculture,3.34,4,Irrigation Canal,Bone Disease,Mild,Breathing Difficulty,Elderly,Female,Crop Rotation,No,Yes
CASE_101792,2/15/2024,Africa,Ethiopia,Arsenic,92.19,13.69,6.65,Loamy,1.71,12,15.5,29.5,743.7,Wheat,Conventional,Mining,3.54,10,Well,Cancer,Moderate,Weakness,Children,Male,Soil Remediation,Yes,Yes
CASE_101793,12/7/2024,Asia,Bangladesh,Lead,536.55,156.88,5.86,Sandy,2.31,4,9.8,32.2,1299.4,Cotton,Organic,Smelting,1.14,25,Well,Kidney Disease,Severe,Memory Loss,Children,Both,Government Regulation,No,Yes
CASE_101794,5/26/2025,Africa,Tanzania,Arsenic,63.06,5.46,4.48,Loamy,2.9,12,35.7,50.1,491.5,Vegetables,Conventional,Smelting,1.24,3,Borehole,Diabetes,Mild,Hyperpigmentation,Elderly,Female,None,Yes,Yes
CASE_101795,2/26/2025,Australia,New Zealand,Chromium,31.11,0.82,7.05,Clay,3.71,30,43.9,73.8,1300.9,Cotton,Permaculture,None,0,0,Rainwater,None Detected,None,None,Adults,Male,Soil Remediation,No,Yes
CASE_101796,4/19/2025,Asia,Japan,Arsenic,27.26,7.85,5.42,Sandy,1.92,4,5.7,37.7,605.3,Rice,Permaculture,Agriculture,1.17,7,Well,Cancer,Mild,Numbness,Adults,Both,Phytoremediation,Yes,No
CASE_101797,11/5/2023,Europe,UK,Mercury,23.65,3.06,5.44,Silty,3.26,16,31.8,21.9,648.2,Wheat,Conventional,Chemical,1.21,34,Irrigation Canal,Developmental Disorder,Severe,Coordination Problems,Children,Female,Chemical Neutralization,No,Yes
CASE_101798,6/3/2023,North America,Mexico,Arsenic,218.38,2.49,4.92,Clay,7.66,30,7.9,91.8,658.6,Potato,Permaculture,Chemical,0.91,40,Well,Cancer,Mild,Weakness,Elderly,Female,Government Regulation,Yes,Yes
CASE_101799,9/29/2023,North America,Mexico,Cadmium,3.5,0.06,6.4,Clay,5.64,30,16.5,67.1,1048.7,Vegetables,Organic,Agriculture,2.4,8,Irrigation Canal,Cancer,Mild,Fatigue,Adults,Male,Crop Rotation,No,Yes
CASE_101800,8/15/2025,North America,Mexico,Cadmium,16.9,0.6,7.1,Silty,3.44,16,25,36.3,376.6,Barley,Organic,Smelting,3.4,2,Rainwater,Bone Disease,Mild,Joint Pain,Children,Both,Government Regulation,No,Yes
CASE_101801,3/21/2024,Europe,France,Lead,80.3,2.91,6.49,Clay,4.57,30,1.9,52.2,988.2,Cotton,Integrated,Smelting,7.57,19,Rainwater,Kidney Disease,Mild,Cognitive Impairment,Elderly,Female,Chemical Neutralization,Yes,Yes
CASE_101802,11/25/2022,Australia,Australia,Lead,544.51,30.13,6.43,Clay,3.52,30,19.2,46.7,1310.7,Corn,Conventional,Mining,1.84,30,Lake,Kidney Disease,Moderate,Headache,Children,Both,Government Regulation,No,Yes
CASE_101803,10/5/2025,Australia,New Zealand,Cadmium,56.72,3.16,6.67,Silty,3.96,16,11.7,41.9,482.5,Cotton,Permaculture,Smelting,0.99,27,Lake,Cancer,Moderate,Joint Pain,Adults,Both,Government Regulation,No,Yes
CASE_101804,6/10/2025,Europe,Romania,Lead,1529.72,427.62,6.99,Sandy,1.09,4,17.2,51.4,491.2,Cotton,Organic,E-waste,0.27,15,Rainwater,Kidney Disease,Severe,Cognitive Impairment,Adults,Both,Soil Remediation,No,Yes
CASE_101805,5/26/2024,Africa,Ghana,Chromium,48.89,0.83,7.8,Loamy,5.13,12,31.2,34.2,940.2,Corn,Permaculture,None,0,0,Well,None Detected,None,None,Adults,Male,Phytoremediation,Yes,Yes
CASE_101806,5/23/2025,Asia,Vietnam,Cadmium,4.72,0.49,7.56,Sandy,2.85,4,10.9,71,254.6,Barley,Organic,Agriculture,2.85,10,River,Bone Disease,Mild,Breathing Difficulty,Elderly,Female,Soil Remediation,Yes,Yes
CASE_101807,3/17/2023,South America,Brazil,Chromium,270.99,13.23,5.78,Clay,4.28,30,5.8,55.6,1131.2,Rice,Permaculture,Chemical,1.09,38,Borehole,Cancer,Mild,Rash,Elderly,Both,Crop Rotation,No,Yes
CASE_101808,1/1/2024,Africa,Ghana,Arsenic,22.85,9.7,6.92,Sandy,0.77,4,19.8,80.7,623.1,Corn,Conventional,Agriculture,1.14,40,Rainwater,Skin Disease,Moderate,Numbness,Children,Both,Government Regulation,No,Yes
CASE_101809,8/6/2023,North America,Canada,Lead,1441.74,177.06,7.17,Sandy,2.45,4,1.7,49.7,1053.7,Vegetables,Conventional,E-waste,0.16,7,Rainwater,Anemia,Severe,Cognitive Impairment,Children,Male,Soil Remediation,No,Yes
CASE_101810,8/29/2024,Europe,Poland,Cadmium,32.69,1.4,6.89,Silty,4.45,16,33.8,85.9,844.4,Barley,Organic,Smelting,1.98,30,Borehole,Kidney Disease,Mild,Protein in Urine,Adults,Both,Phytoremediation,No,Yes
CASE_101811,1/30/2023,North America,Mexico,Mercury,11.6,0.45,8.21,Loamy,2.88,12,20.1,52.1,463.6,Rice,Permaculture,E-waste,0.24,6,Irrigation Canal,Neurological Disorder,Moderate,Tremors,Elderly,Male,Chemical Neutralization,Yes,Yes
CASE_101812,4/1/2023,Asia,Vietnam,Cadmium,0.53,0.06,6.39,Silty,1.8,16,40.4,76.6,680.3,Corn,Conventional,None,0,0,Rainwater,Bone Disease,Mild,Protein in Urine,Children,Male,None,Yes,Yes
CASE_101813,3/23/2024,South America,Colombia,Chromium,1368,675.91,4.77,Sandy,2.49,4,21,52.2,348.2,Cotton,Conventional,Tannery,0.75,38,Well,Respiratory Issues,Severe,Rash,Adults,Female,Government Regulation,No,Yes
CASE_101814,1/29/2024,Africa,Ghana,Arsenic,19.64,1.29,4.8,Loamy,3.93,12,22.5,80,854.3,Soybean,Conventional,Agriculture,1.64,33,River,Cardiovascular Disease,Mild,Hyperpigmentation,Adults,Both,Crop Rotation,Yes,Yes
CASE_101815,10/30/2024,Africa,Nigeria,Chromium,199.51,64.79,5.98,Sandy,1.7,4,39.1,73.1,29.4,Corn,Integrated,Chemical,1.15,18,Irrigation Canal,Kidney Disease,Mild,Nasal Irritation,Children,Female,Chemical Neutralization,Yes,Yes
CASE_101816,2/15/2024,North America,USA,Lead,444.51,2.58,7.19,Clay,6.56,30,24.2,81.6,845.7,Cotton,Integrated,Mining,3.34,35,Lake,Kidney Disease,Mild,Memory Loss,Children,Female,Phytoremediation,Yes,Yes
CASE_101817,3/2/2024,North America,USA,Cadmium,5.32,0.54,6.29,Loamy,2.72,12,32.6,63.4,379,Barley,Permaculture,Agriculture,1.53,39,Irrigation Canal,Respiratory Issues,Mild,Joint Pain,Elderly,Male,Crop Rotation,No,Yes
CASE_101818,5/12/2025,Africa,Tanzania,Arsenic,18.51,2.16,7.19,Loamy,2.98,12,24,40.2,432,Rice,Organic,Agriculture,1.4,30,Borehole,Diabetes,Mild,Weakness,Children,Both,None,Yes,No
CASE_101819,8/12/2024,North America,Canada,Lead,2343.21,90.03,6.81,Loamy,4.97,12,24.9,58.1,825.9,Barley,Organic,E-waste,0.22,5,Rainwater,Developmental Disorder,Severe,Fatigue,Children,Male,Chemical Neutralization,No,Yes
CASE_101820,7/29/2023,Australia,New Zealand,Arsenic,19.25,0.74,5.16,Loamy,5.14,12,23.6,72.6,1184.4,Corn,Organic,None,0,0,Borehole,Skin Disease,Mild,Nausea,Adults,Both,None,Yes,Yes
CASE_101821,5/13/2024,Australia,Australia,Cadmium,28.42,2.2,6.33,Clay,2.37,30,32,83.7,466.3,Rice,Conventional,Smelting,3.54,16,Irrigation Canal,Respiratory Issues,Moderate,Breathing Difficulty,Children,Female,Chemical Neutralization,No,Yes
CASE_101822,7/8/2025,Europe,Germany,Cadmium,17.97,0.47,6.84,Loamy,5.5,12,14.5,53.2,282.3,Rice,Integrated,Smelting,4.25,18,Rainwater,Respiratory Issues,Mild,Fatigue,Adults,Male,Crop Rotation,No,Yes
CASE_101823,7/8/2025,Africa,Egypt,Chromium,72.15,29.37,5.36,Sandy,2.73,4,44.9,63.9,453.2,Cotton,Conventional,None,0,0,Lake,None Detected,None,None,Adults,Both,Community Awareness,No,Yes
CASE_101824,6/16/2025,Europe,Czech Republic,Arsenic,70.2,8.58,5.07,Loamy,1.75,12,11.5,55.1,881.7,Potato,Conventional,Mining,3.9,20,Borehole,Skin Disease,Moderate,Nausea,Elderly,Male,Government Regulation,No,Yes
CASE_101825,9/28/2023,Australia,Australia,Arsenic,55.04,6.42,7.48,Silty,2.58,16,9.4,92.8,988.7,Cotton,Organic,Mining,4,13,Borehole,Cancer,Mild,Skin Lesions,Elderly,Both,Chemical Neutralization,Yes,No
CASE_101826,10/22/2024,Australia,New Zealand,Mercury,14.7,2.03,5.61,Loamy,2.12,12,20.2,66.7,434.2,Soybean,Organic,Chemical,0.88,28,Irrigation Canal,Developmental Disorder,Severe,Coordination Problems,Children,Male,Soil Remediation,No,Yes
CASE_101827,7/3/2023,South America,Venezuela,Arsenic,66.87,8.83,5.92,Loamy,1.88,12,25.8,38.6,295.4,Corn,Integrated,Mining,2.01,40,Borehole,Cancer,Moderate,Numbness,Elderly,Male,Government Regulation,No,Yes
CASE_101828,6/9/2023,Australia,Australia,Cadmium,45.85,3.24,6.77,Silty,3.14,16,32.5,94.6,860.8,Cotton,Organic,E-waste,0.4,13,River,Bone Disease,Moderate,Protein in Urine,Adults,Female,Soil Remediation,No,Yes
CASE_101829,12/16/2023,South America,Chile,Arsenic,12.29,0.39,6,Clay,5.03,30,35,85.6,1082.9,Cotton,Organic,Agriculture,4.16,33,Lake,Cancer,Mild,Weakness,Children,Both,Chemical Neutralization,No,Yes
CASE_101830,11/2/2025,Asia,Thailand,Arsenic,43.68,15.68,5.26,Sandy,0.63,4,33.9,44.5,1277.6,Potato,Organic,Smelting,4.04,22,Irrigation Canal,Cardiovascular Disease,Moderate,Nausea,Elderly,Female,Government Regulation,No,Yes
CASE_101831,4/26/2023,Europe,Romania,Arsenic,16.01,0.26,7.48,Clay,5.96,30,31.4,52.4,366.4,Potato,Organic,None,0,0,Lake,Skin Disease,Mild,Weakness,Elderly,Female,Phytoremediation,Yes,No
CASE_101832,10/8/2023,Asia,Indonesia,Mercury,14.13,1.82,7.26,Sandy,2.18,4,37.5,78.7,1380.3,Potato,Integrated,E-waste,0.35,1,River,Kidney Disease,Mild,Memory Loss,Adults,Female,Phytoremediation,No,Yes
CASE_101833,8/5/2025,South America,Peru,Arsenic,333.39,30.35,5.74,Silty,2.82,16,42,33.4,282.3,Rice,Permaculture,Chemical,0.49,38,River,Diabetes,Severe,Skin Lesions,Children,Female,Government Regulation,No,Yes
CASE_101834,11/15/2023,Asia,Japan,Cadmium,7.38,3.16,5.59,Sandy,0.66,4,11.6,88.5,767.6,Soybean,Integrated,Agriculture,1.38,6,Borehole,Kidney Disease,Moderate,Breathing Difficulty,Adults,Female,Government Regulation,No,Yes
CASE_101835,11/13/2024,North America,Canada,Cadmium,7.42,0.5,5.81,Silty,4.02,16,26.5,70.3,649.1,Vegetables,Conventional,Agriculture,1.4,1,Borehole,Cancer,Mild,Protein in Urine,Children,Both,Phytoremediation,No,Yes
CASE_101836,12/17/2023,Europe,Italy,Arsenic,33.47,0.84,6.41,Clay,5.43,30,19.3,79,482.7,Rice,Integrated,Agriculture,1.16,24,Lake,Cardiovascular Disease,Mild,Weakness,Children,Female,None,Yes,No
CASE_101837,7/27/2025,Africa,Nigeria,Cadmium,30.96,3.5,5.57,Loamy,2.97,12,7.1,27.4,1142.1,Barley,Organic,Mining,1.72,17,Lake,Kidney Disease,Moderate,Breathing Difficulty,Adults,Male,Chemical Neutralization,No,Yes
CASE_101838,7/6/2024,Australia,Australia,Mercury,13.55,0.17,6.15,Clay,6.4,30,36.4,37.1,531,Vegetables,Integrated,E-waste,0.62,32,Irrigation Canal,Neurological Disorder,Mild,Mood Changes,Elderly,Male,Community Awareness,No,Yes
CASE_101839,2/2/2025,Australia,New Zealand,Mercury,0.24,0.13,4.9,Sandy,1.98,4,17.8,27.9,1160.1,Potato,Organic,None,0,0,Well,None Detected,None,None,Adults,Male,None,No,Yes
CASE_101840,4/22/2023,North America,Mexico,Cadmium,4.98,1.08,4.93,Silty,1.59,16,10.2,69.5,298.5,Soybean,Conventional,Agriculture,0.89,39,Lake,Respiratory Issues,Moderate,Bone Pain,Elderly,Both,Government Regulation,No,Yes
CASE_101841,4/21/2024,Africa,Ghana,Lead,2917.28,1870.62,5.22,Sandy,0.67,4,23.5,82.3,418.7,Vegetables,Organic,Battery,0.23,31,Well,Developmental Disorder,Severe,Fatigue,Elderly,Female,Chemical Neutralization,No,Yes
CASE_101842,6/2/2023,Europe,Italy,Chromium,296.25,49.49,4.18,Clay,2.48,30,19.2,79.1,858.4,Soybean,Organic,Chemical,0.81,39,Well,Skin Disease,Mild,Dermatitis,Elderly,Male,Chemical Neutralization,No,Yes
CASE_101843,2/13/2025,Australia,New Zealand,Lead,724.75,47.5,5.49,Clay,4.49,30,36.3,71.4,406.2,Barley,Integrated,Mining,1.14,4,Borehole,Developmental Disorder,Mild,Cognitive Impairment,Elderly,Female,Chemical Neutralization,No,Yes
CASE_101844,10/14/2023,North America,USA,Chromium,63.17,5.27,6.13,Clay,2.26,30,33.3,39.8,287.7,Potato,Conventional,None,0,0,Irrigation Canal,Cancer,Mild,Nasal Irritation,Elderly,Female,None,No,Yes
CASE_101845,9/13/2023,South America,Chile,Arsenic,40.79,0.9,7.33,Silty,5.88,16,10.3,89.1,650.7,Corn,Integrated,Agriculture,0.63,16,River,Diabetes,Mild,Numbness,Adults,Male,None,Yes,No
CASE_101846,5/22/2023,North America,Canada,Cadmium,46.01,10.84,6.9,Sandy,2.09,4,6,85.3,619.7,Corn,Conventional,E-waste,0.41,19,Rainwater,Cancer,Severe,Breathing Difficulty,Adults,Male,Chemical Neutralization,No,Yes
